商户账户编号,清算日期,下单时间,交易时间,客户消费订单号,消费交易流水号,消费金额,实收金额,收费方式,收款方手续费,支付产品,商品类别,商品名称,支付卡类型
10000419568,2015-05-15,2015-05-15 17:54:27,2015-05-15 17:55:16,85851948315822233334800002,411505156446700140,0.01,0.01,实收,0.0,移动端WEB支付,30,自信-投资支付,银行借记卡
10000419568,2015-05-16,2015-05-16 14:29:06,2015-05-16 14:29:07,wyj_tzt_directBindPay_001,411505165214622300,0.01,0.01,实收,0.0,绑卡API,30,productname迎接测试喵喵喵,银行借记卡
10000419568,2015-05-16,2015-05-16 20:15:34,2015-05-16 20:15:38,5990687793,411505167293467950,0.1,0.1,实收,0.0,绑卡API,30,佰亿猫001,银行借记卡
10000419568,2015-05-16,2015-05-16 20:25:26,2015-05-16 20:25:31,5990687790,411505167352669801,0.1,0.1,实收,0.0,绑卡API,30,佰亿猫001,银行借记卡
10000419568,2015-05-16,2015-05-16 20:26:09,2015-05-16 20:26:15,59906877900,411505167356970663,0.13,0.13,实收,0.0,绑卡API,30,佰亿猫001,银行借记卡
10000419568,2015-05-18,2015-05-18 10:33:25,2015-05-18 10:34:30,iqianchao4004,411505183800554445,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 10:37:41,2015-05-18 10:38:40,1000000103,411505183826112389,0.02,0.02,实收,0.0,移动端WEB支付,30,产品,银行借记卡
10000419568,2015-05-18,2015-05-18 10:44:23,2015-05-18 10:44:54,1000000105,411505183866313125,0.02,0.02,实收,0.0,移动端WEB支付,30,产品,银行借记卡
10000419568,2015-05-18,2015-05-18 10:48:02,2015-05-18 10:48:13,iqianchao4005,411505183888254968,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 11:21:14,2015-05-18 11:23:30,1000000107,411505184087420201,0.02,0.02,实收,0.0,移动端WEB支付,30,富源8号?西咸新区,银行借记卡
10000419568,2015-05-18,2015-05-18 13:56:38,2015-05-18 13:58:29,iqianchao123,411505185019801527,0.02,0.02,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 14:03:33,2015-05-18 14:03:55,1000000112,411505185061308226,0.02,0.02,实收,0.0,移动端WEB支付,30,富源8号?西咸新区,银行借记卡
10000419568,2015-05-18,2015-05-18 14:10:51,2015-05-18 14:10:57,iqianchao4006,411505185105195785,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 14:31:34,2015-05-18 14:31:45,ABC0000000000002,411505185229440560,0.01,0.01,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-18,2015-05-18 14:50:55,2015-05-18 14:50:59,59906877901,411505185345584481,0.1,0.1,实收,0.0,绑卡API,30,佰亿猫001,银行借记卡
10000419568,2015-05-18,2015-05-18 14:59:50,2015-05-18 15:00:36,1234514319323434,411505185399090795,0.02,0.02,实收,0.0,移动端WEB支付,30,诛仙-3阶成品天琊,银行借记卡
10000419568,2015-05-18,2015-05-18 15:22:19,2015-05-18 15:24:20,147deff7-ccda-43a4-ae06-64421e575217,411505185533950688,0.01,0.01,实收,0.0,移动端WEB支付,30,诛仙-3阶成品天琊,银行借记卡
10000419568,2015-05-18,2015-05-18 15:32:59,2015-05-18 15:33:12,1000000117,411505185597949928,0.02,0.02,实收,0.0,移动端WEB支付,30,陕国投?咸阳城投信托贷款集合资金信托计划,银行借记卡
10000419568,2015-05-18,2015-05-18 15:41:00,2015-05-18 15:41:08,123456789,411505185646086823,0.01,0.01,实收,0.0,绑卡API,30,佰亿猫测试产品,银行借记卡
10000419568,2015-05-18,2015-05-18 15:59:12,2015-05-18 15:59:59,iqianchao4009,411505185755276203,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 16:18:12,2015-05-18 16:21:42,90482de4-35de-43b6-982a-b35bb77a921e,411505185869288220,0.01,0.01,实收,0.0,移动端WEB支付,30,诛仙-3阶成品天琊,银行借记卡
10000419568,2015-05-18,2015-05-18 16:51:17,2015-05-18 16:52:06,iqianchao3615,411505186067704210,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 16:58:44,2015-05-18 16:59:23,iqianchao3616,411505186112469867,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 17:05:50,2015-05-18 17:06:42,iqianchao3617,411505186155075483,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-18,2015-05-18 17:22:30,2015-05-18 17:22:43,ABC0000000000003-2,411505186255070322,0.01,0.01,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-18,2015-05-18 17:27:48,2015-05-18 17:27:58,ABC0000000000004-2,411505186286843539,0.01,0.01,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-18,2015-05-18 17:34:25,2015-05-18 17:34:36,ABC0000000000005-2,411505186326531360,0.01,0.01,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-18,2015-05-18 17:45:26,2015-05-18 17:45:36,ABC0000000000006-2,411505186392678621,0.01,0.01,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-18,2015-05-18 18:15:16,2015-05-18 18:15:27,PAY20150518003202,411505186571665795,0.01,0.01,实收,0.0,绑卡API,30,6227000011031590599,银行借记卡
10000419568,2015-05-18,2015-05-18 18:21:55,2015-05-18 18:22:06,PAY20150518003301,411505186611540991,0.01,0.01,实收,0.0,绑卡API,30,6227000011031590599,银行借记卡
10000419568,2015-05-18,2015-05-18 19:00:26,2015-05-18 19:00:37,PAY20150518003401,411505186842674709,0.01,0.01,实收,0.0,绑卡API,30,6227000011031590599,银行借记卡
10000419568,2015-05-18,2015-05-18 19:04:17,2015-05-18 19:04:30,PAY20150518003501,411505186865744597,0.01,0.01,实收,0.0,绑卡API,30,6227000011031590599,银行借记卡
10000419568,2015-05-18,2015-05-18 19:10:16,2015-05-18 19:10:26,PAY20150518003601,411505186901645188,0.01,0.01,实收,0.0,绑卡API,30,6227000011031590599,银行借记卡
10000419568,2015-05-18,2015-05-18 21:21:26,2015-05-18 21:21:30,1505185958982,411505187688674210,1.0,1.0,实收,0.0,绑卡API,30,鲸鱼宝,银行借记卡
10000419568,2015-05-18,2015-05-18 22:01:22,2015-05-18 22:01:27,1505185186563,411505187928213917,1.0,1.0,实收,0.0,绑卡API,30,鲸鱼宝,银行借记卡
10000419568,2015-05-18,2015-05-18 22:28:12,2015-05-18 22:28:17,1505185003044,411505188089253620,1.0,1.0,实收,0.0,绑卡API,30,鲸鱼宝,银行借记卡
10000419568,2015-05-18,2015-05-18 22:29:33,2015-05-18 22:29:37,1505188808696,411505188097386387,1.0,1.0,实收,0.0,绑卡API,30,鲸鱼宝,银行借记卡
10000419568,2015-05-18,2015-05-18 22:37:12,2015-05-18 22:37:17,1505186342282,411505188143235016,1.0,1.0,实收,0.0,绑卡API,30,鲸鱼宝,银行借记卡
10000419568,2015-05-19,2015-05-19 02:44:02,2015-05-19 02:44:11,2417269990,411505190984295380,0.1,0.1,实收,0.0,绑卡API,30,佰亿猫9990,银行借记卡
10000419568,2015-05-19,2015-05-19 11:16:51,2015-05-19 11:17:02,900e8b1a-f92a-4517-8b9b-2d9dec5cfc06,411505194061108809,0.1,0.1,实收,0.0,绑卡API,30,佰亿猫在线充值,银行借记卡
10000419568,2015-05-19,2015-05-19 11:23:50,2015-05-19 11:23:55,iqianchao3618,411505194103008881,0.01,0.01,实收,0.0,移动端WEB支付,30,RECHARGE,银行借记卡
10000419568,2015-05-19,2015-05-19 14:41:51,2015-05-19 14:41:57,CZA15051918964509,411505195291147532,0.01,0.01,实收,0.0,绑卡API,30,充值,银行借记卡
10000419568,2015-05-19,2015-05-19 15:09:19,2015-05-19 15:10:38,1000000129,411505195455976478,0.02,0.02,实收,0.0,移动端WEB支付,30,富源8号?西咸新区,银行借记卡
10000419568,2015-05-19,2015-05-19 15:15:48,2015-05-19 15:15:56,1000000130,411505195494870507,0.02,0.02,实收,0.0,移动端WEB支付,30,理财中产品,银行借记卡
10000419568,2015-05-19,2015-05-19 15:32:45,2015-05-19 15:33:34,1000000132,411505195596526617,0.02,0.02,实收,0.0,移动端WEB支付,30,富源8号?西咸新区,银行借记卡
10000419568,2015-05-19,2015-05-19 15:41:22,2015-05-19 15:43:21,201505191541219720,411505195648251421,0.01,0.01,实收,0.0,移动端WEB支付,30,易宝支付-充值,银行借记卡
10000419568,2015-05-19,2015-05-19 15:54:24,2015-05-19 15:55:42,201505191554188610,411505195726432650,0.01,0.01,实收,0.0,移动端WEB支付,30,易宝支付-充值,银行借记卡
10000419568,2015-05-19,2015-05-19 16:30:46,2015-05-19 16:32:28,201505191630458760,411505195944605359,0.01,0.01,实收,0.0,移动端WEB支付,30,易宝支付-充值,银行借记卡
10000419568,2015-05-19,2015-05-19 17:15:43,2015-05-19 17:15:51,201505191715428510,411505196214374636,0.01,0.01,实收,0.0,移动端WEB支付,30,易宝支付-充值,银行借记卡
10000419568,2015-05-19,2015-05-19 17:26:02,2015-05-19 17:26:07,a309d7f8cc1400a8-9463,411505196276295413,1.0,1.0,实收,0.0,绑卡API,30,懒财网-充值,银行借记卡
10000419568,2015-05-19,2015-05-19 18:50:21,2015-05-19 18:50:26,T150519000002,411505196782134720,0.02,0.02,实收,0.0,绑卡API,30,天天赚,银行借记卡

e5FmcFD+9DXQPP+2yt9QGXFQfLUdZDFjgsL723SElb03vOz+dXKbiVbesU9cnLNQW6LM+08UJFDyacrsl/FoH8jaEW+Oh1X1tKsKUWuJTLk9aQKNsLd8TgYPR2eel05bAPpmWRl9iCwJeQyduaWvuFmSGytOZRTuLYR/K3Kcqyo=

消费金额：36.99
总交易笔数：232
总手续费：0.0
总实收金额：36.99
